,0,1,2,3,4
1083,03.10.2015,"2 345,4300","30,5900","1 905,9400","1 458,6000"
1084,02.10.2015,"2 329,6600","30,4200","1 906,8800","1 377,8900"
1085,01.10.2015,"2 372,3700","30,9600","1 952,8500","1 409,6900"
1086,30.09.2015,"2 394,9000","31,0100","1 925,1200","1 362,9200"
1087,29.09.2015,"2 397,1500","30,9800","1 951,4400","1 380,3400"
1088,26.09.2015,"2 418,6400","31,6500","1 993,1800","1 391,4300"
1089,25.09.2015,"2 426,0300","31,6300","2 014,4800","1 375,0600"
1090,24.09.2015,"2 387,8200","31,4200","2 000,1200","1 318,5500"
1091,23.09.2015,"2 402,6600","31,7900","2 050,9700","1 291,4300"
1092,22.09.2015,"2 417,6500","32,2800","2 084,0900","1 278,1000"
1093,19.09.2015,"2 397,5500","32,2100","2 061,9800","1 285,3100"
1094,18.09.2015,"2 349,7300","31,0200","2 027,8900","1 275,5800"
1095,17.09.2015,"2 352,2400","30,7600","2 034,8300","1 265,4100"
1096,16.09.2015,"2 386,9500","30,9800","2 057,6800","1 260,9500"
1097,15.09.2015,"2 420,8400","31,5300","2 088,7400","1 289,0700"
1098,12.09.2015,"2 419,0900","31,8800","2 134,0700","1 274,7600"
1099,11.09.2015,"2 439,4900","32,4200","2 175,7700","1 286,0800"
1100,10.09.2015,"2 439,9800","32,1100","2 178,4400","1 280,5400"
1101,09.09.2015,"2 479,0400","32,3600","2 196,2700","1 298,3000"
1102,08.09.2015,"2 468,3200","32,0200","2 179,8700","1 279,3000"
1103,05.09.2015,"2 448,1400","31,9700","2 189,1800","1 262,1500"
1104,04.09.2015,"2 434,6100","31,6900","2 180,2800","1 264,6500"
1105,03.09.2015,"2 443,7800","31,2100","2 160,8200","1 224,0300"
1106,02.09.2015,"2 399,1700","30,8400","2 117,8400","1 237,5100"
1107,01.09.2015,"2 434,5100","30,9700","2 151,3800","1 229,0500"
1108,29.08.2015,"2 405,5500","30,8600","2 135,1800","1 203,3100"
1109,28.08.2015,"2 447,1300","30,9400","2 144,6300","1 181,8200"
1110,27.08.2015,"2 528,0100","32,1100","2 181,7000","1 201,1600"
1111,26.08.2015,"2 595,7000","33,4400","2 210,5900","1 234,6000"
1112,25.08.2015,"2 623,6900","33,9800","2 270,0000","1 339,7100"
1113,22.08.2015,"2 517,2600","33,8600","2 247,1000","1 327,2400"
1114,21.08.2015,"2 449,8200","33,3700","2 187,2800","1 319,6900"
1115,20.08.2015,"2 373,3400","31,3600","2 100,3400","1 253,0200"
1116,19.08.2015,"2 368,6200","32,2300","2 103,7500","1 276,2200"
1117,18.08.2015,"2 353,0100","32,0700","2 095,4500","1 301,5000"
1118,15.08.2015,"2 331,4900","32,4600","2 071,0500","1 294,4000"
1119,14.08.2015,"2 299,0700","31,5400","2 039,0900","1 267,4900"
1120,13.08.2015,"2 334,4900","32,1100","2 069,4400","1 254,2000"
1121,12.08.2015,"2 262,3900","31,1100","2 020,0500","1 255,9200"
1122,11.08.2015,"2 270,2300","30,8600","2 003,1400","1 248,3400"
1123,08.08.2015,"2 239,9900","30,2700","1 956,0300","1 235,6000"
1124,07.08.2015,"2 227,8200","29,9600","1 950,6200","1 229,9200"
1125,06.08.2015,"2 190,8600","29,2800","1 915,6200","1 201,8000"
1126,05.08.2015,"2 210,1800","29,4100","1 931,8400","1 203,6100"
1127,04.08.2015,"2 195,1600","29,5800","1 962,1900","1 231,1400"
1128,01.08.2015,"2 095,4700","28,2500","1 897,4800","1 187,3800"
1129,31.07.2015,"2 059,0300","27,7700","1 868,1400","1 177,7800"
1130,30.07.2015,"2 107,4400","28,0700","1 896,5600","1 202,8800"
1131,29.07.2015,"2 121,3200","28,1500","1 897,4900","1 194,6500"
1132,28.07.2015,"2 076,2100","27,7600","1 861,5200","1 183,0600"
1133,25.07.2015,"2 022,2200","27,0400","1 824,8900","1 162,4800"
1134,24.07.2015,"2 031,5500","27,4400","1 831,1900","1 174,6900"
1135,23.07.2015,"2 010,8000","27,1000","1 774,6700","1 134,8400"
1136,22.07.2015,"2 030,6000","27,0300","1 807,0100","1 132,5900"
1137,21.07.2015,"2 037,3700","27,1200","1 796,1800","1 116,4400"
1138,18.07.2015,"2 088,8600","27,4300","1 834,8300","1 144,0300"
1139,17.07.2015,"2 096,6700","27,3400","1 843,8100","1 166,3400"
1140,16.07.2015,"2 103,7200","27,8900","1 869,1600","1 191,4500"
1141,15.07.2015,"2 112,5100","27,9900","1 883,1600","1 201,7000"
1142,14.07.2015,"2 101,9900","28,1200","1 872,7600","1 182,9900"
1143,11.07.2015,"2 117,8200","28,1500","1 882,0600","1 184,2600"
1144,10.07.2015,"2 128,9200","28,1800","1 901,5700","1 203,6000"
1145,09.07.2015,"2 123,3400","27,5800","1 867,1700","1 166,2900"
1146,08.07.2015,"2 145,4800","28,7200","1 946,3400","1 249,1100"
1147,07.07.2015,"2 111,5500","28,2700","1 929,7400","1 216,9700"
1148,04.07.2015,"2 088,5200","27,9600","1 941,4800","1 235,3300"
1149,03.07.2015,"2 083,3600","27,9300","1 930,7200","1 248,9800"
1150,02.07.2015,"2 089,8200","27,8800","1 935,1800","1 225,3200"
1151,01.07.2015,"2 109,5200","28,1900","1 944,3500","1 202,8800"
1152,30.06.2015,"2 100,2100","28,2600","1 919,0200","1 197,8300"
1153,27.06.2015,"2 069,6000","27,9000","1 897,9600","1 191,2900"
1154,26.06.2015,"2 062,0300","27,6800","1 887,1800","1 220,0800"
1155,25.06.2015,"2 044,0900","27,6300","1 860,2400","1 222,1900"
1156,24.06.2015,"2 062,3800","27,8200","1 870,0600","1 223,4700"
1157,23.06.2015,"2 055,4200","27,8800","1 845,8700","1 205,3300"
1158,20.06.2015,"2 072,4700","27,8800","1 869,8400","1 241,9400"
1159,19.06.2015,"2 054,0900","27,8500","1 872,3400","1 243,0900"
1160,18.06.2015,"2 042,2500","27,6900","1 861,1600","1 265,0300"
1161,17.06.2015,"2 053,8400","27,8500","1 890,3500","1 285,7200"
1162,16.06.2015,"2 093,6400","28,3100","1 931,4900","1 302,4700"
1163,12.06.2015,"2 069,5700","27,8200","1 944,2200","1 299,0700"
1164,11.06.2015,"2 090,4000","28,4300","1 961,7300","1 316,6400"
1165,10.06.2015,"2 122,9000","28,9900","2 002,4700","1 348,1600"
1166,09.06.2015,"2 114,2800","28,9400","1 976,6200","1 349,5800"
1167,06.06.2015,"2 126,4500","29,2100","1 987,3900","1 368,9300"
1168,05.06.2015,"2 090,5600","29,1200","1 957,1700","1 343,6800"
1169,04.06.2015,"2 024,2000","28,3200","1 895,2400","1 306,7100"
1170,03.06.2015,"2 042,4800","28,6900","1 898,5800","1 328,1500"
1171,02.06.2015,"2 016,3200","28,2100","1 879,9500","1 319,5300"
1172,30.05.2015,"2 027,3400","28,3900","1 897,2300","1 330,1000"
1173,29.05.2015,"1 999,6800","28,0400","1 889,6500","1 324,7700"
1174,28.05.2015,"1 948,3800","27,3300","1 850,2100","1 287,6000"
1175,27.05.2015,"1 931,7700","27,1600","1 836,3100","1 265,2000"
1176,26.05.2015,"1 930,2600","27,6500","1 832,3200","1 232,7700"
1177,23.05.2015,"1 938,5500","27,6100","1 853,7100","1 250,2200"
1178,22.05.2015,"1 941,3800","27,5700","1 856,9600","1 248,6700"
1179,21.05.2015,"1 931,8200","27,3300","1 844,1700","1 256,6600"
1180,20.05.2015,"1 928,3900","27,5100","1 838,8200","1 239,5800"
1181,19.05.2015,"1 943,4000","28,0100","1 845,0500","1 251,6600"
1182,16.05.2015,"1 955,7000","27,7400","1 858,7400","1 258,9900"
1183,15.05.2015,"1 955,7800","28,0100","1 849,9200","1 260,6500"
1184,14.05.2015,"1 900,0200","26,5200","1 804,4600","1 253,4100"
1185,13.05.2015,"1 938,8500","26,9400","1 846,4500","1 286,6200"
1186,09.05.2015,"1 933,9500","26,6100","1 856,8600","1 284,1400"
1187,08.05.2015,"1 915,4600","26,4700","1 839,3600","1 279,1400"
1188,07.05.2015,"1 914,2700","26,3700","1 836,7400","1 269,4900"
1189,06.05.2015,"1 975,8800","27,3200","1 902,0000","1 301,2800"
1190,01.05.2015,"1 980,0500","27,1600","1 897,3500","1 284,0800"
1191,30.04.2015,"2 002,7200","27,3900","1 916,6200","1 286,6100"
1192,29.04.2015,"2 020,2900","27,4400","1 918,7200","1 299,8900"
1193,28.04.2015,"1 957,1700","26,2100","1 846,7200","1 270,8600"
1194,25.04.2015,"1 925,9000","25,5700","1 831,9600","1 247,1600"
1195,24.04.2015,"1 970,4900","26,3100","1 874,6800","1 259,1900"
1196,23.04.2015,"2 074,2200","27,6900","1 966,5700","1 324,8500"
1197,22.04.2015,"2 078,3300","27,9000","1 995,5500","1 343,0900"
1198,21.04.2015,"1 993,1000","26,6500","1 933,0500","1 287,0400"
1199,18.04.2015,"1 956,8600","26,5800","1 890,9900","1 267,1600"
1200,17.04.2015,"1 923,8500","26,3000","1 862,2000","1 228,1600"
1201,16.04.2015,"1 931,9800","26,2700","1 862,4000","1 235,6500"
1202,15.04.2015,"1 990,9500","26,8700","1 916,6700","1 264,9700"
1203,14.04.2015,"2 018,8600","27,4200","1 950,0100","1 317,9900"
1204,11.04.2015,"1 973,3600","27,1700","1 916,0600","1 259,3100"
1205,10.04.2015,"2 020,3700","27,5400","1 959,5600","1 275,4000"
1206,09.04.2015,"2 103,6900","29,2500","2 035,7700","1 335,7600"
1207,08.04.2015,"2 149,9100","29,9900","2 076,0800","1 375,1600"
1208,07.04.2015,"2 177,7100","30,6000","2 096,8600","1 364,5900"
1209,04.04.2015,"2 186,8600","30,7300","2 105,6600","1 370,3200"
1210,03.04.2015,"2 201,4800","30,8600","2 116,2800","1 368,7100"
1211,02.04.2015,"2 216,1600","31,0700","2 131,2600","1 384,5700"
1212,01.04.2015,"2 185,7300","30,7700","2 077,7600","1 360,4600"
1213,31.03.2015,"2 231,9200","31,3000","2 122,1500","1 400,3500"
1214,28.03.2015,"2 223,4800","31,7900","2 117,6900","1 410,5600"
1215,27.03.2015,"2 194,0600","30,7300","2 099,0000","1 398,7300"
1216,26.03.2015,"2 200,3300","31,3100","2 103,3700","1 417,0100"
1217,25.03.2015,"2 254,6800","31,6100","2 159,7300","1 460,6100"
1218,24.03.2015,"2 257,9000","30,9000","2 171,1300","1 481,1800"
1219,21.03.2015,"2 261,6400","30,6500","2 165,6200","1 488,1400"
1220,20.03.2015,"2 239,0700","29,7600","2 152,5100","1 488,8700"
1221,19.03.2015,"2 266,2800","30,6900","2 155,8200","1 510,8500"
1222,18.03.2015,"2 292,5700","30,9300","2 195,7900","1 542,6100"
1223,17.03.2015,"2 311,8700","30,9700","2 227,9500","1 574,5500"
1224,14.03.2015,"2 279,9000","30,9100","2 209,9100","1 567,2400"
1225,13.03.2015,"2 275,9200","30,6500","2 204,8800","1 560,0700"
1226,12.03.2015,"2 335,1100","31,8000","2 269,1100","1 616,1900"
1227,11.03.2015,"2 264,4400","31,0500","2 213,7300","1 570,0900"
1228,07.03.2015,"2 307,8600","31,2300","2 270,2500","1 587,4400"
1229,06.03.2015,"2 385,5600","32,4500","2 350,2700","1 650,3600"
1230,05.03.2015,"2 395,6300","32,6600","2 347,3900","1 643,1700"
1231,04.03.2015,"2 421,6300","33,3400","2 378,0200","1 654,1900"
1232,03.03.2015,"2 434,2000","33,0700","2 364,6800","1 632,4700"
1233,28.02.2015,"2 373,7700","33,1300","2 310,7300","1 585,8000"
1234,27.02.2015,"2 381,3200","32,2300","2 320,8100","1 590,8000"
1235,26.02.2015,"2 427,8800","32,8400","2 356,4400","1 617,9200"
1236,25.02.2015,"2 441,0200","33,0800","2 364,4500","1 598,7600"
1237,21.02.2015,"2 388,2900","33,2000","2 296,0100","1 545,8900"
1238,20.02.2015,"2 432,5100","32,8000","2 357,1100","1 550,1000"
1239,19.02.2015,"2 420,4900","33,7400","2 355,2900","1 568,8500"
1240,18.02.2015,"2 468,1800","34,8900","2 416,1600","1 579,8000"
1241,17.02.2015,"2 485,0900","33,9700","2 439,7600","1 581,5100"
1242,14.02.2015,"2 564,9700","35,3400","2 511,0800","1 628,0200"
1243,13.02.2015,"2 603,8300","36,0200","2 554,4200","1 646,9900"
1244,12.02.2015,"2 623,9900","35,6800","2 565,5800","1 635,3500"
1245,11.02.2015,"2 603,9000","35,7100","2 560,7700","1 639,1400"
1246,10.02.2015,"2 627,2700","36,4200","2 590,7900","1 655,9900"
1247,07.02.2015,"2 683,9000","36,1000","2 664,7900","1 685,9300"
1248,06.02.2015,"2 787,7100","38,3600","2 730,9100","1 742,6600"
1249,05.02.2015,"2 670,7200","37,0100","2 600,7500","1 653,8800"
1250,04.02.2015,"2 791,2200","37,5200","2 695,3500","1 730,0800"
1251,03.02.2015,"2 854,0000","37,9000","2 745,9300","1 726,8500"
1252,31.01.2015,"2 800,0700","38,6300","2 725,8300","1 735,2200"
1253,30.01.2015,"2 818,5100","39,8000","2 746,6900","1 745,6900"
1254,29.01.2015,"2 778,5600","38,5800","2 726,7400","1 699,0900"
1255,28.01.2015,"2 788,6200","38,8700","2 740,6500","1 707,1800"
1256,27.01.2015,"2 705,1700","38,4400","2 638,2100","1 617,5100"
1257,24.01.2015,"2 636,3200","36,8500","2 602,6900","1 579,5500"
1258,23.01.2015,"2 706,1200","38,3100","2 685,0900","1 608,5300"
1259,22.01.2015,"2 735,7500","37,5200","2 699,9200","1 639,7600"
1260,21.01.2015,"2 699,9700","36,8800","2 649,3000","1 604,6200"
1261,20.01.2015,"2 664,4400","35,3400","2 642,5000","1 589,6800"
1262,17.01.2015,"2 636,5200","35,8700","2 633,9000","1 619,7300"
1263,16.01.2015,"2 574,8200","34,6900","2 578,4700","1 607,1100"
1264,15.01.2015,"2 611,2300","36,1300","2 613,8800","1 676,7100"
1265,14.01.2015,"2 582,9800","34,4400","2 591,3200","1 688,6300"
1266,13.01.2015,"2 464,8000","32,7600","2 489,0000","1 623,7000"
1267,01.01.2015,"2 168,3400","28,5500","2 187,7800","1 442,8500"
1268,31.12.2014,"2 146,0800","28,9400","2 183,1600","1 465,0900"
1269,30.12.2014,"2 175,8300","28,7400","2 215,9200","1 481,5300"
1270,27.12.2014,"1 969,0500","26,3800","1 990,8000","1 353,4100"
1271,26.12.2014,"1 991,0600","26,6800","2 013,0500","1 368,5400"
1272,25.12.2014,"2 062,0300","27,5200","2 100,5700","1 417,3200"
1273,24.12.2014,"2 069,3400","28,2300","2 084,2500","1 421,0800"
1274,23.12.2014,"2 170,9600","28,8100","2 177,7700","1 463,9600"
1275,20.12.2014,"2 336,3100","31,3700","2 339,2300","1 545,1800"
1276,19.12.2014,"2 320,1300","30,5600","2 303,3600","1 504,2800"
1277,18.12.2014,"2 613,0300","35,5000","2 617,3900","1 712,9600"
1278,17.12.2014,"2 357,7900","33,1300","2 390,7200","1 574,8100"
1279,16.12.2014,"2 271,2100","32,0200","2 288,5600","1 525,0800"
1280,13.12.2014,"2 237,9200","31,0600","2 266,2700","1 494,3900"
1281,12.12.2014,"2 148,3200","30,0500","2 180,9100","1 439,2600"
1282,11.12.2014,"2 143,3000","28,5700","2 181,2600","1 422,1800"
1283,10.12.2014,"2 102,8600","28,3400","2 147,3000","1 399,5800"
1284,09.12.2014,"2 048,5200","27,9900","2 111,5100","1 379,6800"
1285,06.12.2014,"2 056,6700","28,0400","2 110,4500","1 367,7000"
1286,05.12.2014,"2 039,7300","27,6100","2 093,9400","1 353,6100"
1287,04.12.2014,"2 103,7900","28,2500","2 140,0700","1 416,2200"
1288,03.12.2014,"1 953,7700","25,6700","1 989,6800","1 304,1400"
1289,02.12.2014,"1 963,3600","26,6000","1 995,4200","1 339,1600"
1290,29.11.2014,"1 878,3100","26,0400","1 925,0900","1 274,9300"
1291,28.11.2014,"1 833,5100","25,4500","1 871,0600","1 227,4500"
1292,27.11.2014,"1 784,7500","24,8700","1 822,4400","1 186,6000"
1293,26.11.2014,"1 738,4600","23,6100","1 759,7900","1 149,5700"
1294,25.11.2014,"1 722,0900","23,4700","1 756,6500","1 136,0600"
1295,22.11.2014,"1 756,7800","23,8500","1 790,2700","1 143,9500"
1296,21.11.2014,"1 792,9000","24,4200","1 798,9000","1 151,7200"
1297,20.11.2014,"1 815,5700","24,6000","1 823,5100","1 167,2900"
1298,19.11.2014,"1 815,5400","24,4700","1 821,5800","1 166,0500"
1299,18.11.2014,"1 806,3600","23,3600","1 833,7500","1 162,6500"
1300,15.11.2014,"1 758,3300","23,9800","1 817,7600","1 168,6700"
1301,14.11.2014,"1 721,6400","23,1600","1 782,4400","1 147,7600"
1302,13.11.2014,"1 733,0100","23,2000","1 790,7400","1 153,1000"
1303,12.11.2014,"1 700,8500","23,1500","1 766,9600","1 124,2900"
1304,11.11.2014,"1 729,2600","22,7500","1 786,8100","1 136,1200"
1305,08.11.2014,"1 762,4900","23,5200","1 839,4600","1 160,6300"
1306,07.11.2014,"1 662,6600","22,2600","1 757,8200","1 104,0800"
1307,06.11.2014,"1 634,8100","23,0100","1 712,9600","1 089,1600"
1308,01.11.2014,"1 582,8700","22,6400","1 662,1300","1 050,9700"
1309,31.10.2014,"1 682,2100","24,0000","1 748,1300","1 100,7800"
1310,30.10.2014,"1 683,9700","23,5600","1 741,5600","1 091,5600"
1311,29.10.2014,"1 674,0800","23,4200","1 714,6300","1 072,6600"
1312,28.10.2014,"1 659,5900","23,1800","1 693,9800","1 053,3400"
1313,25.10.2014,"1 655,7500","22,9500","1 685,6600","1 057,9100"
1314,24.10.2014,"1 654,9800","23,1600","1 680,9900","1 020,6000"
1315,23.10.2014,"1 642,1200","22,8700","1 676,7000","1 018,1400"
1316,22.10.2014,"1 652,0500","22,9400","1 680,0900","1 007,0000"
1317,21.10.2014,"1 631,1300","22,8200","1 666,6200","991,0300"
1318,18.10.2014,"1 633,7000","23,0400","1 660,0900","995,0000"
1319,17.10.2014,"1 625,7100","22,2800","1 642,7400","996,9100"
1320,16.10.2014,"1 610,5000","23,0400","1 646,6900","1 026,7200"
1321,15.10.2014,"1 606,7000","22,6900","1 657,5200","1 029,4300"
1322,14.10.2014,"1 592,0800","22,3800","1 638,7500","1 021,6300"
1323,11.10.2014,"1 580,2000","22,8100","1 635,4700","1 022,6500"
1324,10.10.2014,"1 577,8100","22,3000","1 650,4400","1 033,4500"
1325,09.10.2014,"1 568,2500","22,3200","1 641,5200","1 020,6400"
1326,08.10.2014,"1 542,8500","21,7500","1 615,0400","983,8500"
1327,07.10.2014,"1 533,8600","21,8100","1 564,3900","966,6600"
1328,04.10.2014,"1 541,1600","21,8100","1 591,5700","982,7700"
1329,03.10.2014,"1 544,2100","21,6700","1 626,2200","994,3000"
1330,02.10.2014,"1 540,9700","21,8200","1 624,4900","980,5600"
1331,01.10.2014,"1 532,1200","22,2600","1 654,9400","995,2400"
1332,30.09.2014,"1 542,0500","22,2100","1 650,0000","995,3200"
1333,27.09.2014,"1 521,7200","21,8100","1 635,9500","1 002,2400"
1334,26.09.2014,"1 490,6000","21,8700","1 605,7400","986,3500"
1335,25.09.2014,"1 510,4700","22,1100","1 647,4400","1 015,6200"
1336,24.09.2014,"1 522,8900","22,0500","1 669,5900","1 014,4300"
1337,23.09.2014,"1 505,7400","22,8800","1 650,8600","1 000,9400"
1338,20.09.2014,"1 509,8100","22,8500","1 663,5700","1 021,3600"
1339,19.09.2014,"1 510,7200","23,0100","1 667,6000","1 025,2700"
1340,18.09.2014,"1 525,4700","23,1300","1 685,2300","1 041,2400"
1341,17.09.2014,"1 541,5200","23,2000","1 703,6100","1 044,0700"
1342,16.09.2014,"1 507,9800","22,7600","1 674,3800","1 031,9800"
1343,13.09.2014,"1 497,8400","22,6400","1 651,2800","1 003,6000"
1344,12.09.2014,"1 498,4700","22,8400","1 654,6800","1 019,0100"
1345,11.09.2014,"1 498,8500","22,7100","1 655,1000","1 022,9400"
1346,10.09.2014,"1 495,1600","22,8400","1 660,6300","1 048,7600"
1347,09.09.2014,"1 511,0200","22,8100","1 681,2300","1 065,9700"
1348,06.09.2014,"1 500,4500","22,8000","1 667,8300","1 052,9300"
1349,05.09.2014,"1 503,9300","22,6000","1 670,7800","1 043,6400"
1350,04.09.2014,"1 521,9600","23,0400","1 686,9300","1 051,0300"
1351,03.09.2014,"1 534,2800","23,4000","1 702,6900","1 081,8900"
1352,02.09.2014,"1 543,4700","23,3500","1 707,4400","1 089,9300"
1353,30.08.2014,"1 526,6700","23,4500","1 690,8300","1 062,7000"
1354,29.08.2014,"1 503,4100","22,5500","1 663,3200","1 047,0200"
1355,28.08.2014,"1 493,0600","22,6500","1 651,0800","1 030,6200"
1356,27.08.2014,"1 494,6500","22,6400","1 652,0700","1 029,3500"
1357,26.08.2014,"1 483,2500","22,6300","1 644,3800","1 025,4200"
1358,23.08.2014,"1 482,7700","22,4600","1 647,1400","1 020,9300"
1359,22.08.2014,"1 495,7400","22,6800","1 663,3600","1 016,2400"
1360,21.08.2014,"1 507,6100","22,9000","1 667,7500","1 013,2300"
1361,20.08.2014,"1 509,5200","22,7400","1 679,8800","1 039,0400"
1362,19.08.2014,"1 509,0700","23,0100","1 684,2700","1 042,5300"
1363,16.08.2014,"1 520,4500","22,9900","1 689,9100","1 024,3600"
1364,15.08.2014,"1 523,6900","23,0600","1 705,6000","1 020,8100"
1365,14.08.2014,"1 524,7100","23,3800","1 711,9200","1 021,3300"
1366,13.08.2014,"1 521,1400","23,0300","1 706,7800","1 015,2500"
1367,12.08.2014,"1 516,2000","23,3300","1 703,6600","996,7000"
1368,09.08.2014,"1 543,8000","23,5200","1 735,3900","1 005,3800"
1369,08.08.2014,"1 517,4200","23,0500","1 708,5500","996,4600"
1370,07.08.2014,"1 495,9100","23,4500","1 689,2100","983,3400"
1371,06.08.2014,"1 487,9000","23,4200","1 683,8500","984,0700"
1372,05.08.2014,"1 483,0100","23,3200","1 681,9300","996,3200"
1373,02.08.2014,"1 475,4500","23,7700","1 678,1900","1 001,6300"
1374,01.08.2014,"1 475,7100","23,4100","1 681,9700","1 002,8000"
1375,31.07.2014,"1 490,3800","23,7100","1 703,4500","1 011,9600"
1376,30.07.2014,"1 497,9400","23,6300","1 704,7400","1 013,9100"
1377,29.07.2014,"1 482,9900","23,2500","1 687,5400","1 005,7000"
1378,26.07.2014,"1 456,6400","23,4900","1 657,8100","986,1200"
1379,25.07.2014,"1 466,1400","23,6000","1 660,1300","981,1900"
1380,24.07.2014,"1 463,3100","23,2900","1 661,9700","977,0400"
1381,23.07.2014,"1 472,3600","23,5800","1 671,7500","980,0700"
1382,22.07.2014,"1 481,0000","23,6200","1 683,2300","995,0400"
1383,19.07.2014,"1 481,2500","23,4900","1 683,3200","991,4500"
1384,18.07.2014,"1 457,5700","23,1600","1 669,3100","986,8200"
1385,17.07.2014,"1 434,4000","23,1400","1 637,2600","960,6900"
1386,16.07.2014,"1 449,8800","23,3500","1 653,2200","963,6400"
1387,15.07.2014,"1 457,6100","23,6300","1 652,6000","961,9900"
1388,12.07.2014,"1 463,4600","23,5400","1 650,1600","949,3600"
1389,11.07.2014,"1 461,2300","22,9900","1 643,7100","949,6800"
1390,10.07.2014,"1 448,8800","23,0900","1 642,2500","954,2300"
1391,09.07.2014,"1 459,0600","23,1900","1 652,4700","960,7100"
1392,08.07.2014,"1 459,5700","23,4700","1 664,9100","960,2700"
1393,05.07.2014,"1 458,3100","23,1700","1 655,2900","949,0300"
1394,04.07.2014,"1 453,9400","23,1300","1 655,6800","941,0800"
1395,03.07.2014,"1 460,9500","23,2100","1 661,6300","940,3800"
1396,02.07.2014,"1 458,9100","22,9700","1 635,2500","929,8700"
1397,01.07.2014,"1 428,6600","22,8900","1 611,4600","917,2600"
1398,28.06.2014,"1 422,1100","22,5200","1 593,7600","905,0000"
1399,27.06.2014,"1 423,1300","22,5500","1 584,2600","898,4700"
1400,26.06.2014,"1 430,2600","23,0200","1 589,4200","899,3600"
1401,25.06.2014,"1 445,4000","22,6700","1 600,5400","903,5100"
1402,24.06.2014,"1 447,6300","22,7300","1 595,8700","897,1200"
1403,21.06.2014,"1 449,6400","22,0700","1 617,8400","917,3700"
1404,20.06.2014,"1 413,8500","21,7600","1 604,6500","912,0600"
1405,19.06.2014,"1 420,7600","21,8900","1 620,0500","923,6600"
1406,18.06.2014,"1 415,1700","22,0100","1 601,5000","907,6300"
